,medicine_name,active_substance,atc_code,medicine_url,pdf_url,source_block,manufacturer_name,address,country,manufacturer_step
80,Keytruda,pembrolizumab,L01FF02,https://www.ema.europa.eu/en/medicines/human/EPAR/keytruda,https://www.ema.europa.eu/en/documents/product-information/keytruda-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
AstraZeneca Pharmaceuticals LP
Frederick Manufacturing Center (FMC)
633 Research Court
Frederick, Maryland 21703
U.S.
Boehringer Ingelheim (BIB)
Pharma GmbH & Co. KG
Birkendorfer Straße 65
88397 Biberach an der Riss
Germany
MSD Biotech B.V.
Vollenhovermeer 2
5347 JV Oss
The Netherlands
Boehringer Ingelheim Fremont, Inc. (BIF)
6701 Kaiser Drive
Fremont, California 94555
U.S.
MSD International GmbH (DUB)
Drynam Road
Swords, Dublin K67 P263
Ireland
Samsung Biologics Co., Ltd (SBL)
300 Songdo bio-daero, Yeonsu-gu
Incheon, South Korea 21987
Name and address of the manufacturers responsible for batch release
Organon Heist bv
Industriepark 30
2220 Heist-op-den-Berg
Belgium
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",Boehringer Ingelheim (BIB),"Pharma GmbH & Co. KG
Birkendorfer Straße 65
88397 Biberach an der Riss
Germany",Germany,1
81,Keytruda,pembrolizumab,L01FF02,https://www.ema.europa.eu/en/medicines/human/EPAR/keytruda,https://www.ema.europa.eu/en/documents/product-information/keytruda-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
AstraZeneca Pharmaceuticals LP
Frederick Manufacturing Center (FMC)
633 Research Court
Frederick, Maryland 21703
U.S.
Boehringer Ingelheim (BIB)
Pharma GmbH & Co. KG
Birkendorfer Straße 65
88397 Biberach an der Riss
Germany
MSD Biotech B.V.
Vollenhovermeer 2
5347 JV Oss
The Netherlands
Boehringer Ingelheim Fremont, Inc. (BIF)
6701 Kaiser Drive
Fremont, California 94555
U.S.
MSD International GmbH (DUB)
Drynam Road
Swords, Dublin K67 P263
Ireland
Samsung Biologics Co., Ltd (SBL)
300 Songdo bio-daero, Yeonsu-gu
Incheon, South Korea 21987
Name and address of the manufacturers responsible for batch release
Organon Heist bv
Industriepark 30
2220 Heist-op-den-Berg
Belgium
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",MSD Biotech B.V.,"Vollenhovermeer 2
5347 JV Oss
The Netherlands",Netherlands,1
82,Keytruda,pembrolizumab,L01FF02,https://www.ema.europa.eu/en/medicines/human/EPAR/keytruda,https://www.ema.europa.eu/en/documents/product-information/keytruda-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
AstraZeneca Pharmaceuticals LP
Frederick Manufacturing Center (FMC)
633 Research Court
Frederick, Maryland 21703
U.S.
Boehringer Ingelheim (BIB)
Pharma GmbH & Co. KG
Birkendorfer Straße 65
88397 Biberach an der Riss
Germany
MSD Biotech B.V.
Vollenhovermeer 2
5347 JV Oss
The Netherlands
Boehringer Ingelheim Fremont, Inc. (BIF)
6701 Kaiser Drive
Fremont, California 94555
U.S.
MSD International GmbH (DUB)
Drynam Road
Swords, Dublin K67 P263
Ireland
Samsung Biologics Co., Ltd (SBL)
300 Songdo bio-daero, Yeonsu-gu
Incheon, South Korea 21987
Name and address of the manufacturers responsible for batch release
Organon Heist bv
Industriepark 30
2220 Heist-op-den-Berg
Belgium
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands","Boehringer Ingelheim Fremont, Inc. (BIF)","6701 Kaiser Drive
Fremont, California 94555
U.S.",United States,1
83,Keytruda,pembrolizumab,L01FF02,https://www.ema.europa.eu/en/medicines/human/EPAR/keytruda,https://www.ema.europa.eu/en/documents/product-information/keytruda-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
AstraZeneca Pharmaceuticals LP
Frederick Manufacturing Center (FMC)
633 Research Court
Frederick, Maryland 21703
U.S.
Boehringer Ingelheim (BIB)
Pharma GmbH & Co. KG
Birkendorfer Straße 65
88397 Biberach an der Riss
Germany
MSD Biotech B.V.
Vollenhovermeer 2
5347 JV Oss
The Netherlands
Boehringer Ingelheim Fremont, Inc. (BIF)
6701 Kaiser Drive
Fremont, California 94555
U.S.
MSD International GmbH (DUB)
Drynam Road
Swords, Dublin K67 P263
Ireland
Samsung Biologics Co., Ltd (SBL)
300 Songdo bio-daero, Yeonsu-gu
Incheon, South Korea 21987
Name and address of the manufacturers responsible for batch release
Organon Heist bv
Industriepark 30
2220 Heist-op-den-Berg
Belgium
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",MSD International GmbH (DUB),"Drynam Road
Swords, Dublin K67 P263
Ireland",Ireland,1
84,Keytruda,pembrolizumab,L01FF02,https://www.ema.europa.eu/en/medicines/human/EPAR/keytruda,https://www.ema.europa.eu/en/documents/product-information/keytruda-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
AstraZeneca Pharmaceuticals LP
Frederick Manufacturing Center (FMC)
633 Research Court
Frederick, Maryland 21703
U.S.
Boehringer Ingelheim (BIB)
Pharma GmbH & Co. KG
Birkendorfer Straße 65
88397 Biberach an der Riss
Germany
MSD Biotech B.V.
Vollenhovermeer 2
5347 JV Oss
The Netherlands
Boehringer Ingelheim Fremont, Inc. (BIF)
6701 Kaiser Drive
Fremont, California 94555
U.S.
MSD International GmbH (DUB)
Drynam Road
Swords, Dublin K67 P263
Ireland
Samsung Biologics Co., Ltd (SBL)
300 Songdo bio-daero, Yeonsu-gu
Incheon, South Korea 21987
Name and address of the manufacturers responsible for batch release
Organon Heist bv
Industriepark 30
2220 Heist-op-den-Berg
Belgium
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands","Samsung Biologics Co., Ltd (SBL)","300 Songdo bio-daero, Yeonsu-gu
Incheon, South Korea 21987",South Korea,1
85,Keytruda,pembrolizumab,L01FF02,https://www.ema.europa.eu/en/medicines/human/EPAR/keytruda,https://www.ema.europa.eu/en/documents/product-information/keytruda-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
AstraZeneca Pharmaceuticals LP
Frederick Manufacturing Center (FMC)
633 Research Court
Frederick, Maryland 21703
U.S.
Boehringer Ingelheim (BIB)
Pharma GmbH & Co. KG
Birkendorfer Straße 65
88397 Biberach an der Riss
Germany
MSD Biotech B.V.
Vollenhovermeer 2
5347 JV Oss
The Netherlands
Boehringer Ingelheim Fremont, Inc. (BIF)
6701 Kaiser Drive
Fremont, California 94555
U.S.
MSD International GmbH (DUB)
Drynam Road
Swords, Dublin K67 P263
Ireland
Samsung Biologics Co., Ltd (SBL)
300 Songdo bio-daero, Yeonsu-gu
Incheon, South Korea 21987
Name and address of the manufacturers responsible for batch release
Organon Heist bv
Industriepark 30
2220 Heist-op-den-Berg
Belgium
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",Organon Heist bv,"Industriepark 30
2220 Heist-op-den-Berg
Belgium",Belgium,2
86,Keytruda,pembrolizumab,L01FF02,https://www.ema.europa.eu/en/medicines/human/EPAR/keytruda,https://www.ema.europa.eu/en/documents/product-information/keytruda-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
AstraZeneca Pharmaceuticals LP
Frederick Manufacturing Center (FMC)
633 Research Court
Frederick, Maryland 21703
U.S.
Boehringer Ingelheim (BIB)
Pharma GmbH & Co. KG
Birkendorfer Straße 65
88397 Biberach an der Riss
Germany
MSD Biotech B.V.
Vollenhovermeer 2
5347 JV Oss
The Netherlands
Boehringer Ingelheim Fremont, Inc. (BIF)
6701 Kaiser Drive
Fremont, California 94555
U.S.
MSD International GmbH (DUB)
Drynam Road
Swords, Dublin K67 P263
Ireland
Samsung Biologics Co., Ltd (SBL)
300 Songdo bio-daero, Yeonsu-gu
Incheon, South Korea 21987
Name and address of the manufacturers responsible for batch release
Organon Heist bv
Industriepark 30
2220 Heist-op-den-Berg
Belgium
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",Merck Sharp & Dohme B.V.,"Waarderweg 39
2031 BN Haarlem
The Netherlands",Netherlands,2
87,Zolsketil pegylated liposomal,"doxorubicin hydrochloride, liposomal",L01DB01,https://www.ema.europa.eu/en/medicines/human/EPAR/zolsketil-pegylated-liposomal,https://www.ema.europa.eu/en/documents/product-information/zolsketil-pegylated-liposomal-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Accord Healthcare Polska Sp. z o.o.,
ul. Lutomierska 50, Pabianice, 95-200
Poland
Accord Healthcare Single Member S.A.,
64th Km National Road, Athens,
Lamia, Schimatari, 32009,
Greece","Accord Healthcare Polska Sp. z o.o.,","ul. Lutomierska 50, Pabianice, 95-200
Poland",Poland,2
88,Zolsketil pegylated liposomal,"doxorubicin hydrochloride, liposomal",L01DB01,https://www.ema.europa.eu/en/medicines/human/EPAR/zolsketil-pegylated-liposomal,https://www.ema.europa.eu/en/documents/product-information/zolsketil-pegylated-liposomal-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Accord Healthcare Polska Sp. z o.o.,
ul. Lutomierska 50, Pabianice, 95-200
Poland
Accord Healthcare Single Member S.A.,
64th Km National Road, Athens,
Lamia, Schimatari, 32009,
Greece","Accord Healthcare Single Member S.A.,","64th Km National Road, Athens,
Lamia, Schimatari, 32009,
Greece",Greece,2
89,Supemtek,A/California/07/2009 (H1N1)pdm09-like strain (A/California/07/2009);A/Texas/50/2012 (H3N2)-like strain (A/Texas/50/2012);B/Brisbane/60/2008-like strain (B/Brisbane/60/2008),J07BB02,https://www.ema.europa.eu/en/medicines/human/EPAR/supemtek,https://www.ema.europa.eu/en/documents/product-information/supemtek-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCES AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substances
Unigen Inc.
11 Azakamikasugo Miyaji Ikeda-cho
Ibi-gun Gifu
Japan
Name and address of the manufacturer responsible for batch release
Sanofi Winthrop Industrie
Voie de l’Institut - Parc Industriel d'Incarville
B P 101
27100 Val de Reuil
France",Unigen Inc.,"11 Azakamikasugo Miyaji Ikeda-cho
Ibi-gun Gifu
Japan",Japan,1
90,Supemtek,A/California/07/2009 (H1N1)pdm09-like strain (A/California/07/2009);A/Texas/50/2012 (H3N2)-like strain (A/Texas/50/2012);B/Brisbane/60/2008-like strain (B/Brisbane/60/2008),J07BB02,https://www.ema.europa.eu/en/medicines/human/EPAR/supemtek,https://www.ema.europa.eu/en/documents/product-information/supemtek-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCES AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substances
Unigen Inc.
11 Azakamikasugo Miyaji Ikeda-cho
Ibi-gun Gifu
Japan
Name and address of the manufacturer responsible for batch release
Sanofi Winthrop Industrie
Voie de l’Institut - Parc Industriel d'Incarville
B P 101
27100 Val de Reuil
France",Sanofi Winthrop Industrie,"Voie de l’Institut - Parc Industriel d'Incarville
B P 101
27100 Val de Reuil
France",France,2
91,Viramune,nevirapine,J05AG01,https://www.ema.europa.eu/en/medicines/human/EPAR/viramune,https://www.ema.europa.eu/en/documents/product-information/viramune-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Viramune 200 mg Tablets
Boehringer Ingelheim Pharma GmbH & Co. KG
Binger Strasse 173
55216 Ingelheim am Rhein
Germany
Boehringer Ingelheim Hellas Single Member S.A.
5th km Paiania – Markopoulo
Koropi Attiki, 19441
Greece
Boehringer Ingelheim France
100-104 avenue de France
75013 Paris
France
Viramune 50 mg/5 mL Oral suspension and Viramune 400 mg prolonged-release tablets
Boehringer Ingelheim Pharma GmbH & Co. KG
Binger Strasse 173
55216 Ingelheim am Rhein
Germany
Boehringer Ingelheim France
100-104 avenue de France
75013 Paris
France",Boehringer Ingelheim Pharma GmbH & Co. KG,"Binger Strasse 173
55216 Ingelheim am Rhein
Germany",Germany,2
92,Viramune,nevirapine,J05AG01,https://www.ema.europa.eu/en/medicines/human/EPAR/viramune,https://www.ema.europa.eu/en/documents/product-information/viramune-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Viramune 200 mg Tablets
Boehringer Ingelheim Pharma GmbH & Co. KG
Binger Strasse 173
55216 Ingelheim am Rhein
Germany
Boehringer Ingelheim Hellas Single Member S.A.
5th km Paiania – Markopoulo
Koropi Attiki, 19441
Greece
Boehringer Ingelheim France
100-104 avenue de France
75013 Paris
France
Viramune 50 mg/5 mL Oral suspension and Viramune 400 mg prolonged-release tablets
Boehringer Ingelheim Pharma GmbH & Co. KG
Binger Strasse 173
55216 Ingelheim am Rhein
Germany
Boehringer Ingelheim France
100-104 avenue de France
75013 Paris
France",Boehringer Ingelheim Hellas Single Member S.A.,"5th km Paiania – Markopoulo
Koropi Attiki, 19441
Greece",Greece,2
93,Viramune,nevirapine,J05AG01,https://www.ema.europa.eu/en/medicines/human/EPAR/viramune,https://www.ema.europa.eu/en/documents/product-information/viramune-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Viramune 200 mg Tablets
Boehringer Ingelheim Pharma GmbH & Co. KG
Binger Strasse 173
55216 Ingelheim am Rhein
Germany
Boehringer Ingelheim Hellas Single Member S.A.
5th km Paiania – Markopoulo
Koropi Attiki, 19441
Greece
Boehringer Ingelheim France
100-104 avenue de France
75013 Paris
France
Viramune 50 mg/5 mL Oral suspension and Viramune 400 mg prolonged-release tablets
Boehringer Ingelheim Pharma GmbH & Co. KG
Binger Strasse 173
55216 Ingelheim am Rhein
Germany
Boehringer Ingelheim France
100-104 avenue de France
75013 Paris
France",Boehringer Ingelheim France,"100-104 avenue de France
75013 Paris
France",France,2
94,Topotecan Hospira,topotecan,L01CE01,https://www.ema.europa.eu/en/medicines/human/EPAR/topotecan-hospira,https://www.ema.europa.eu/en/documents/product-information/topotecan-hospira-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Pfizer Service Company BV
Hermeslaan 11
1932 Zaventem
Belgium",Pfizer Service Company BV,"Hermeslaan 11
1932 Zaventem
Belgium",Belgium,2
95,Finlee,dabrafenib mesilate,L01EC02,https://www.ema.europa.eu/en/medicines/human/EPAR/finlee,https://www.ema.europa.eu/en/documents/product-information/finlee-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Lek Pharmaceuticals d.d.
Verovškova ulica 57
1526, Ljubljana
Slovenia
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000, Ljubljana
Slovenia
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Lek Pharmaceuticals d.d.,"Verovškova ulica 57
1526, Ljubljana
Slovenia",Slovenia,2
96,Finlee,dabrafenib mesilate,L01EC02,https://www.ema.europa.eu/en/medicines/human/EPAR/finlee,https://www.ema.europa.eu/en/documents/product-information/finlee-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Lek Pharmaceuticals d.d.
Verovškova ulica 57
1526, Ljubljana
Slovenia
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000, Ljubljana
Slovenia
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Pharmaceutical Manufacturing LLC,"Verovškova ulica 57
1000, Ljubljana
Slovenia",Slovenia,2
97,Finlee,dabrafenib mesilate,L01EC02,https://www.ema.europa.eu/en/medicines/human/EPAR/finlee,https://www.ema.europa.eu/en/documents/product-information/finlee-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Lek Pharmaceuticals d.d.
Verovškova ulica 57
1526, Ljubljana
Slovenia
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000, Ljubljana
Slovenia
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Farmacéutica S.A.,"Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain",Spain,2
